HostElementId,HostCategory,HostElementName,ParameterId,ParameterTypeId,ParameterName,ParameterValue
704300,Curtain Wall Mullions,64 x 128 rectangular,-1140363,,"Category","Curtain Wall Mullions"
704300,Curtain Wall Mullions,64 x 128 rectangular,-1140362,,"Category","Curtain Wall Mullions"
704300,Curtain Wall Mullions,64 x 128 rectangular,-1013201,,"Design Option","-1"
704300,Curtain Wall Mullions,64 x 128 rectangular,-1012806,autodesk.spec.aec:volume-2.0.0,"Volume","0.01 m³"
704300,Curtain Wall Mullions,64 x 128 rectangular,-1012805,autodesk.spec.aec:area-2.0.0,"Area","0 m²"
704300,Curtain Wall Mullions,64 x 128 rectangular,-1012101,,"Phase Demolished","None"
704300,Curtain Wall Mullions,64 x 128 rectangular,-1012100,,"Phase Created","Working Drawings"
704300,Curtain Wall Mullions,64 x 128 rectangular,-1010106,autodesk.spec:spec.string-2.0.0,"Comments",""
704300,Curtain Wall Mullions,64 x 128 rectangular,-1004005,autodesk.spec.aec:length-2.0.0,"Length","2100"
704300,Curtain Wall Mullions,64 x 128 rectangular,-1002108,,"Host Id","704275"
704300,Curtain Wall Mullions,64 x 128 rectangular,-1002062,,"Level","Level 1"
704300,Curtain Wall Mullions,64 x 128 rectangular,-1002052,,"Family and Type","Rectangular Mullion: 64 x 128 rectangular"
704300,Curtain Wall Mullions,64 x 128 rectangular,-1002051,,"Family","Rectangular Mullion"
704300,Curtain Wall Mullions,64 x 128 rectangular,-1002050,,"Type","64 x 128 rectangular"
704300,Curtain Wall Mullions,64 x 128 rectangular,-1002002,autodesk.spec:spec.string-2.0.0,"Family Name",""
704300,Curtain Wall Mullions,64 x 128 rectangular,-1002001,autodesk.spec:spec.string-2.0.0,"Type Name",""
704300,Curtain Wall Mullions,64 x 128 rectangular,-1002000,,"Type Id","232770"
704300,Curtain Wall Mullions,64 x 128 rectangular,-1001203,autodesk.spec:spec.string-2.0.0,"Mark",""
707722,Walls,SH_Curtain wall,-1152385,autodesk.spec.reference:image-1.0.0,"Image","<None>"
707722,Walls,SH_Curtain wall,-1140363,,"Category","Walls"
707722,Walls,SH_Curtain wall,-1140362,,"Category","Walls"
707722,Walls,SH_Curtain wall,-1019100,,"Cross-Section","Vertical"
707722,Walls,SH_Curtain wall,-1013313,autodesk.spec.aec:length-2.0.0,"Offset","0"
707722,Walls,SH_Curtain wall,-1013312,autodesk.spec.aec:length-2.0.0,"Offset","0"
707722,Walls,SH_Curtain wall,-1013310,autodesk.spec.aec:angle-2.0.0,"Angle","0.00°"
707722,Walls,SH_Curtain wall,-1013309,autodesk.spec.aec:angle-2.0.0,"Angle","0.00°"
707722,Walls,SH_Curtain wall,-1013307,autodesk.spec:spec.int64-2.0.0,"Number","1"
707722,Walls,SH_Curtain wall,-1013306,autodesk.spec:spec.int64-2.0.0,"Number","4"
707722,Walls,SH_Curtain wall,-1013305,,"Justification","Beginning"
707722,Walls,SH_Curtain wall,-1013304,,"Justification","Beginning"
707722,Walls,SH_Curtain wall,-1013201,,"Design Option","-1"
707722,Walls,SH_Curtain wall,-1012805,autodesk.spec.aec:area-2.0.0,"Area","8 m²"
707722,Walls,SH_Curtain wall,-1012101,,"Phase Demolished","None"
707722,Walls,SH_Curtain wall,-1012100,,"Phase Created","Working Drawings"
707722,Walls,SH_Curtain wall,-1010106,autodesk.spec:spec.string-2.0.0,"Comments",""
707722,Walls,SH_Curtain wall,-1004005,autodesk.spec.aec:length-2.0.0,"Length","1481"
707722,Walls,SH_Curtain wall,-1002052,,"Family and Type","Curtain Wall: SH_Curtain wall"
707722,Walls,SH_Curtain wall,-1002051,,"Family","Curtain Wall"
707722,Walls,SH_Curtain wall,-1002050,,"Type","SH_Curtain wall"
707722,Walls,SH_Curtain wall,-1002002,autodesk.spec:spec.string-2.0.0,"Family Name",""
707722,Walls,SH_Curtain wall,-1002001,autodesk.spec:spec.string-2.0.0,"Type Name",""
707722,Walls,SH_Curtain wall,-1002000,,"Type Id","458927"
707722,Walls,SH_Curtain wall,-1001713,autodesk.spec:spec.bool-1.0.0,"Related to Mass","No"
707722,Walls,SH_Curtain wall,-1001596,autodesk.spec:spec.bool-1.0.0,"Structural","No"
707722,Walls,SH_Curtain wall,-1001552,autodesk.spec:spec.bool-1.0.0,"Enable Analytical Model","No"
707722,Walls,SH_Curtain wall,-1001203,autodesk.spec:spec.string-2.0.0,"Mark",""
707722,Walls,SH_Curtain wall,-1001119,,"Structural Usage","Non-bearing"
707722,Walls,SH_Curtain wall,-1001118,autodesk.spec:spec.bool-1.0.0,"Base is Attached","No"
707722,Walls,SH_Curtain wall,-1001117,autodesk.spec:spec.bool-1.0.0,"Top is Attached","No"
707722,Walls,SH_Curtain wall,-1001109,autodesk.spec.aec:length-2.0.0,"Top Offset","-300"
707722,Walls,SH_Curtain wall,-1001108,autodesk.spec.aec:length-2.0.0,"Base Offset","0"
707722,Walls,SH_Curtain wall,-1001107,,"Base Constraint","Level 1"
707722,Walls,SH_Curtain wall,-1001105,autodesk.spec.aec:length-2.0.0,"Unconnected Height","5700"
707722,Walls,SH_Curtain wall,-1001103,,"Top Constraint","Up to level: Roof Line"
707722,Walls,SH_Curtain wall,-1001007,autodesk.spec:spec.bool-1.0.0,"Room Bounding","Yes"
707723,Curtain Panels,Glazed,-1152385,autodesk.spec.reference:image-1.0.0,"Image","<None>"
707723,Curtain Panels,Glazed,-1140363,,"Category","Curtain Panels"
707723,Curtain Panels,Glazed,-1140362,,"Category","Curtain Panels"
707723,Curtain Panels,Glazed,-1013201,,"Design Option","-1"
707723,Curtain Panels,Glazed,-1012806,autodesk.spec.aec:volume-2.0.0,"Volume","0.10 m³"
707723,Curtain Panels,Glazed,-1012805,autodesk.spec.aec:area-2.0.0,"Area","4 m²"
707723,Curtain Panels,Glazed,-1012101,,"Phase Demolished","None"
707723,Curtain Panels,Glazed,-1012100,,"Phase Created","Working Drawings"
707723,Curtain Panels,Glazed,-1010303,,"Host Id","707722"
707723,Curtain Panels,Glazed,-1010301,autodesk.spec.aec:length-2.0.0,"Width","1300"
707723,Curtain Panels,Glazed,-1010300,autodesk.spec.aec:length-2.0.0,"Height","2940"
707723,Curtain Panels,Glazed,-1010106,autodesk.spec:spec.string-2.0.0,"Comments",""
707723,Curtain Panels,Glazed,-1002108,,"Host Id","707722"
707723,Curtain Panels,Glazed,-1002062,,"Level","Level 1"
707723,Curtain Panels,Glazed,-1002052,,"Family and Type","System Panel: Glazed"
707723,Curtain Panels,Glazed,-1002051,,"Family","System Panel"
707723,Curtain Panels,Glazed,-1002050,,"Type","Glazed"
707723,Curtain Panels,Glazed,-1002002,autodesk.spec:spec.string-2.0.0,"Family Name",""
707723,Curtain Panels,Glazed,-1002001,autodesk.spec:spec.string-2.0.0,"Type Name",""
707723,Curtain Panels,Glazed,-1002000,,"Type Id","232758"
707723,Curtain Panels,Glazed,-1001301,autodesk.spec.aec:length-2.0.0,"Width","1300"
707723,Curtain Panels,Glazed,-1001300,autodesk.spec.aec:length-2.0.0,"Height","2940"
707723,Curtain Panels,Glazed,-1001203,autodesk.spec:spec.string-2.0.0,"Mark",""
707727,Curtain Wall Mullions,64 x 128 rectangular,-1152385,autodesk.spec.reference:image-1.0.0,"Image","<None>"
707727,Curtain Wall Mullions,64 x 128 rectangular,-1140363,,"Category","Curtain Wall Mullions"
707727,Curtain Wall Mullions,64 x 128 rectangular,-1140362,,"Category","Curtain Wall Mullions"
707727,Curtain Wall Mullions,64 x 128 rectangular,-1013201,,"Design Option","-1"
707727,Curtain Wall Mullions,64 x 128 rectangular,-1012806,autodesk.spec.aec:volume-2.0.0,"Volume","0.01 m³"
707727,Curtain Wall Mullions,64 x 128 rectangular,-1012805,autodesk.spec.aec:area-2.0.0,"Area","0 m²"
707727,Curtain Wall Mullions,64 x 128 rectangular,-1012101,,"Phase Demolished","None"
707727,Curtain Wall Mullions,64 x 128 rectangular,-1012100,,"Phase Created","Working Drawings"
707727,Curtain Wall Mullions,64 x 128 rectangular,-1010106,autodesk.spec:spec.string-2.0.0,"Comments",""
707727,Curtain Wall Mullions,64 x 128 rectangular,-1004005,autodesk.spec.aec:length-2.0.0,"Length","1300"
707727,Curtain Wall Mullions,64 x 128 rectangular,-1002108,,"Host Id","707722"
707727,Curtain Wall Mullions,64 x 128 rectangular,-1002062,,"Level","Level 1"
707727,Curtain Wall Mullions,64 x 128 rectangular,-1002052,,"Family and Type","Rectangular Mullion: 64 x 128 rectangular"
707727,Curtain Wall Mullions,64 x 128 rectangular,-1002051,,"Family","Rectangular Mullion"
707727,Curtain Wall Mullions,64 x 128 rectangular,-1002050,,"Type","64 x 128 rectangular"
707727,Curtain Wall Mullions,64 x 128 rectangular,-1002002,autodesk.spec:spec.string-2.0.0,"Family Name",""
707727,Curtain Wall Mullions,64 x 128 rectangular,-1002001,autodesk.spec:spec.string-2.0.0,"Type Name",""
707727,Curtain Wall Mullions,64 x 128 rectangular,-1002000,,"Type Id","232770"
707727,Curtain Wall Mullions,64 x 128 rectangular,-1001203,autodesk.spec:spec.string-2.0.0,"Mark",""
707728,Curtain Wall Mullions,64 x 128 rectangular,-1152385,autodesk.spec.reference:image-1.0.0,"Image","<None>"
707728,Curtain Wall Mullions,64 x 128 rectangular,-1140363,,"Category","Curtain Wall Mullions"
707728,Curtain Wall Mullions,64 x 128 rectangular,-1140362,,"Category","Curtain Wall Mullions"
707728,Curtain Wall Mullions,64 x 128 rectangular,-1013201,,"Design Option","-1"
707728,Curtain Wall Mullions,64 x 128 rectangular,-1012806,autodesk.spec.aec:volume-2.0.0,"Volume","0.01 m³"
707728,Curtain Wall Mullions,64 x 128 rectangular,-1012805,autodesk.spec.aec:area-2.0.0,"Area","0 m²"
707728,Curtain Wall Mullions,64 x 128 rectangular,-1012101,,"Phase Demolished","None"
707728,Curtain Wall Mullions,64 x 128 rectangular,-1012100,,"Phase Created","Working Drawings"
707728,Curtain Wall Mullions,64 x 128 rectangular,-1010106,autodesk.spec:spec.string-2.0.0,"Comments",""
707728,Curtain Wall Mullions,64 x 128 rectangular,-1004005,autodesk.spec.aec:length-2.0.0,"Length","3000"
707728,Curtain Wall Mullions,64 x 128 rectangular,-1002108,,"Host Id","707722"
707728,Curtain Wall Mullions,64 x 128 rectangular,-1002062,,"Level","Level 1"
707728,Curtain Wall Mullions,64 x 128 rectangular,-1002052,,"Family and Type","Rectangular Mullion: 64 x 128 rectangular"
707728,Curtain Wall Mullions,64 x 128 rectangular,-1002051,,"Family","Rectangular Mullion"
707728,Curtain Wall Mullions,64 x 128 rectangular,-1002050,,"Type","64 x 128 rectangular"
707728,Curtain Wall Mullions,64 x 128 rectangular,-1002002,autodesk.spec:spec.string-2.0.0,"Family Name",""
707728,Curtain Wall Mullions,64 x 128 rectangular,-1002001,autodesk.spec:spec.string-2.0.0,"Type Name",""
707728,Curtain Wall Mullions,64 x 128 rectangular,-1002000,,"Type Id","232770"
707728,Curtain Wall Mullions,64 x 128 rectangular,-1001203,autodesk.spec:spec.string-2.0.0,"Mark",""
707859,Curtain Wall Mullions,64 x 128 rectangular,-1152385,autodesk.spec.reference:image-1.0.0,"Image","<None>"
707859,Curtain Wall Mullions,64 x 128 rectangular,-1140363,,"Category","Curtain Wall Mullions"
707859,Curtain Wall Mullions,64 x 128 rectangular,-1140362,,"Category","Curtain Wall Mullions"
707859,Curtain Wall Mullions,64 x 128 rectangular,-1013201,,"Design Option","-1"
707859,Curtain Wall Mullions,64 x 128 rectangular,-1012806,autodesk.spec.aec:volume-2.0.0,"Volume","0.01 m³"
707859,Curtain Wall Mullions,64 x 128 rectangular,-1012805,autodesk.spec.aec:area-2.0.0,"Area","0 m²"
707859,Curtain Wall Mullions,64 x 128 rectangular,-1012101,,"Phase Demolished","None"
707859,Curtain Wall Mullions,64 x 128 rectangular,-1012100,,"Phase Created","Working Drawings"
707859,Curtain Wall Mullions,64 x 128 rectangular,-1010106,autodesk.spec:spec.string-2.0.0,"Comments",""
707859,Curtain Wall Mullions,64 x 128 rectangular,-1004005,autodesk.spec.aec:length-2.0.0,"Length","3000"
707859,Curtain Wall Mullions,64 x 128 rectangular,-1002108,,"Host Id","707722"
707859,Curtain Wall Mullions,64 x 128 rectangular,-1002062,,"Level","Level 1"
707859,Curtain Wall Mullions,64 x 128 rectangular,-1002052,,"Family and Type","Rectangular Mullion: 64 x 128 rectangular"
707859,Curtain Wall Mullions,64 x 128 rectangular,-1002051,,"Family","Rectangular Mullion"
707859,Curtain Wall Mullions,64 x 128 rectangular,-1002050,,"Type","64 x 128 rectangular"
707859,Curtain Wall Mullions,64 x 128 rectangular,-1002002,autodesk.spec:spec.string-2.0.0,"Family Name",""
707859,Curtain Wall Mullions,64 x 128 rectangular,-1002001,autodesk.spec:spec.string-2.0.0,"Type Name",""
707859,Curtain Wall Mullions,64 x 128 rectangular,-1002000,,"Type Id","232770"
707859,Curtain Wall Mullions,64 x 128 rectangular,-1001203,autodesk.spec:spec.string-2.0.0,"Mark",""
708715,Structural Columns,L127X127X9.5,-1152385,autodesk.spec.reference:image-1.0.0,"Image","<None>"
708715,Structural Columns,L127X127X9.5,-1150171,,"Column Style","Vertical"
708715,Structural Columns,L127X127X9.5,-1140363,,"Category","Structural Columns"
708715,Structural Columns,L127X127X9.5,-1140362,,"Category","Structural Columns"
708715,Structural Columns,L127X127X9.5,-1018804,,"Base Connection","None"
708715,Structural Columns,L127X127X9.5,-1018803,,"Top Connection","None"
708715,Structural Columns,L127X127X9.5,-1013201,,"Design Option","-1"
708715,Structural Columns,L127X127X9.5,-1012806,autodesk.spec.aec:volume-2.0.0,"Volume","0.01 m³"
708715,Structural Columns,L127X127X9.5,-1012101,,"Phase Demolished","None"
708715,Structural Columns,L127X127X9.5,-1012100,,"Phase Created","Working Drawings"
708715,Structural Columns,L127X127X9.5,-1010106,autodesk.spec:spec.string-2.0.0,"Comments",""
708715,Structural Columns,L127X127X9.5,-1005500,autodesk.spec.aec:material-1.0.0,"Structural Material","Metal - Steel - 345 MPa"
708715,Structural Columns,L127X127X9.5,-1002563,,"Column Location Mark","A-7"
708715,Structural Columns,L127X127X9.5,-1002108,,"Host Id","-1"
708715,Structural Columns,L127X127X9.5,-1002066,autodesk.spec.aec:length-2.0.0,"Top Offset","0"
708715,Structural Columns,L127X127X9.5,-1002065,autodesk.spec.aec:length-2.0.0,"Base Offset","0"
708715,Structural Columns,L127X127X9.5,-1002064,,"Top Level","Roof Line"
708715,Structural Columns,L127X127X9.5,-1002063,,"Base Level","Level 1"
708715,Structural Columns,L127X127X9.5,-1002062,,"Level","Level 1"
708715,Structural Columns,L127X127X9.5,-1002052,,"Family and Type","M_L-Anglel-Column: L127X127X9.5"
708715,Structural Columns,L127X127X9.5,-1002051,,"Family","M_L-Anglel-Column"
708715,Structural Columns,L127X127X9.5,-1002050,,"Type","L127X127X9.5"
708715,Structural Columns,L127X127X9.5,-1002002,autodesk.spec:spec.string-2.0.0,"Family Name",""
708715,Structural Columns,L127X127X9.5,-1002001,autodesk.spec:spec.string-2.0.0,"Type Name",""
708715,Structural Columns,L127X127X9.5,-1002000,,"Type Id","708904"
708715,Structural Columns,L127X127X9.5,-1001552,autodesk.spec:spec.bool-1.0.0,"Enable Analytical Model","Yes"
708715,Structural Columns,L127X127X9.5,-1001375,autodesk.spec.aec:length-2.0.0,"Length","6000"
708715,Structural Columns,L127X127X9.5,-1001371,autodesk.spec:spec.bool-1.0.0,"Moves With Grids","Yes"
708715,Structural Columns,L127X127X9.5,-1001358,autodesk.spec.aec:length-2.0.0,"Top Offset","0"
708715,Structural Columns,L127X127X9.5,-1001357,autodesk.spec.aec:length-2.0.0,"Base Offset","0"
708715,Structural Columns,L127X127X9.5,-1001351,,"Top Level","Roof Line"
708715,Structural Columns,L127X127X9.5,-1001350,,"Base Level","Level 1"
708715,Structural Columns,L127X127X9.5,-1001203,autodesk.spec:spec.string-2.0.0,"Mark",""
708904,Structural Columns,L127X127X9.5,-1152384,autodesk.spec.reference:image-1.0.0,"Type Image","<None>"
708904,Structural Columns,L127X127X9.5,-1140422,autodesk.spec:spec.string-2.0.0,"Keynote",""
708904,Structural Columns,L127X127X9.5,-1140363,,"Category","Structural Columns"
708904,Structural Columns,L127X127X9.5,-1140362,,"Category","Structural Columns"
708904,Structural Columns,L127X127X9.5,-1013201,,"Design Option","-1"
708904,Structural Columns,L127X127X9.5,-1010109,autodesk.spec:spec.string-2.0.0,"Model",""
708904,Structural Columns,L127X127X9.5,-1010108,autodesk.spec:spec.string-2.0.0,"Manufacturer",""
708904,Structural Columns,L127X127X9.5,-1010105,autodesk.spec:spec.string-2.0.0,"Type Comments",""
708904,Structural Columns,L127X127X9.5,-1010104,autodesk.spec.string:url-2.0.0,"URL",""
708904,Structural Columns,L127X127X9.5,-1010103,autodesk.spec:spec.string-2.0.0,"Description",""
708904,Structural Columns,L127X127X9.5,-1005556,autodesk.spec:spec.string-2.0.0,"Code Name",""
708904,Structural Columns,L127X127X9.5,-1005554,autodesk.spec:spec.string-2.0.0,"Section Name Key",""
708904,Structural Columns,L127X127X9.5,-1005501,autodesk.spec:spec.string-2.0.0,"Section Shape","Not Defined"
708904,Structural Columns,L127X127X9.5,-1002503,autodesk.spec:spec.string-2.0.0,"OmniClass Title",""
708904,Structural Columns,L127X127X9.5,-1002502,autodesk.spec:spec.string-2.0.0,"OmniClass Number",""
708904,Structural Columns,L127X127X9.5,-1002501,autodesk.spec:spec.string-2.0.0,"Assembly Description","Superstructure"
708904,Structural Columns,L127X127X9.5,-1002500,autodesk.spec:spec.string-2.0.0,"Assembly Code","B10"
708904,Structural Columns,L127X127X9.5,-1002002,autodesk.spec:spec.string-2.0.0,"Family Name","M_L-Anglel-Column"
708904,Structural Columns,L127X127X9.5,-1002001,autodesk.spec:spec.string-2.0.0,"Type Name","L127X127X9.5"
708904,Structural Columns,L127X127X9.5,-1001405,autodesk.spec:spec.string-2.0.0,"Type Mark",""
708904,Structural Columns,L127X127X9.5,-1001205,autodesk.spec.measurable:currency-2.0.0,"Cost","0.00"
708904,Structural Columns,L127X127X9.5,114978,autodesk.spec.aec:area-1.0.0,"A","0 m²"
708904,Structural Columns,L127X127X9.5,114979,autodesk.spec.aec:number-1.0.0,"W","0.181"
708904,Structural Columns,L127X127X9.5,708237,autodesk.spec.aec:length-1.0.0,"t","10"
708904,Structural Columns,L127X127X9.5,708530,autodesk.spec.aec:length-1.0.0,"x","35"
708904,Structural Columns,L127X127X9.5,708543,autodesk.spec.aec:length-1.0.0,"b","127"
708904,Structural Columns,L127X127X9.5,708544,autodesk.spec.aec:length-1.0.0,"y","35"
708904,Structural Columns,L127X127X9.5,708545,autodesk.spec.aec:length-1.0.0,"d","127"
708904,Structural Columns,L127X127X9.5,708546,autodesk.spec.aec:length-1.0.0,"k","22"
726638,Materials,Herman Miller - Veneer OU Walnut,-1152385,autodesk.spec.reference:image-1.0.0,"Image","<None>"
726638,Materials,Herman Miller - Veneer OU Walnut,-1140422,autodesk.spec:spec.string-2.0.0,"Keynote","﻿﻿               ​      ​   ​  ​  ﻿     ﻿   ﻿      ﻿     ​                      ​      ​       ﻿  ﻿   ﻿​  ​​   ​​ ​                                 ﻿                  ​​​   ​  ​   ﻿ ﻿        ﻿﻿                            ​ ​                           ​          ​       ﻿  ﻿          ﻿             ﻿                   ﻿﻿"
726638,Materials,Herman Miller - Veneer OU Walnut,-1140363,,"Category","Materials"
726638,Materials,Herman Miller - Veneer OU Walnut,-1140362,,"Category","Materials"
726638,Materials,Herman Miller - Veneer OU Walnut,-1140355,autodesk.spec:spec.string-2.0.0,"Name","Herman Miller - Veneer OU Walnut"
726638,Materials,Herman Miller - Veneer OU Walnut,-1013201,,"Design Option","-1"
726638,Materials,Herman Miller - Veneer OU Walnut,-1010109,autodesk.spec:spec.string-2.0.0,"Model",""
726638,Materials,Herman Miller - Veneer OU Walnut,-1010108,autodesk.spec:spec.string-2.0.0,"Manufacturer",""
726638,Materials,Herman Miller - Veneer OU Walnut,-1010106,autodesk.spec:spec.string-2.0.0,"Comments","﻿﻿               ​      ​   ​  ​  ﻿     ﻿   ﻿      ﻿     ​                      ​      ​       ﻿  ﻿   ﻿​  ​​   ​​ ​                                 ﻿                  ​​​   ​  ​   ﻿ ﻿        ﻿﻿                            ​ ​                           ​          ​       ﻿  ﻿          ﻿             ﻿                   ﻿﻿"
726638,Materials,Herman Miller - Veneer OU Walnut,-1010104,autodesk.spec.string:url-2.0.0,"URL",""
726638,Materials,Herman Miller - Veneer OU Walnut,-1010103,autodesk.spec:spec.string-2.0.0,"Description","﻿﻿               ​      ​   ​  ​  ﻿     ﻿   ﻿      ﻿     ​                      ​      ​       ﻿  ﻿   ﻿​  ​​   ​​ ​                                 ﻿                  ​​​   ​  ​   ﻿ ﻿        ﻿﻿                            ​ ​                           ​          ​       ﻿  ﻿          ﻿             ﻿                   ﻿﻿"
726638,Materials,Herman Miller - Veneer OU Walnut,-1002554,autodesk.spec:spec.int64-2.0.0,"Shininess","64"
726638,Materials,Herman Miller - Veneer OU Walnut,-1002553,autodesk.spec:spec.int64-2.0.0,"Smoothness","50"
726638,Materials,Herman Miller - Veneer OU Walnut,-1002552,autodesk.spec:spec.bool-1.0.0,"Glow","No"
726638,Materials,Herman Miller - Veneer OU Walnut,-1002551,autodesk.spec:spec.int64-2.0.0,"Transparency","0"
726638,Materials,Herman Miller - Veneer OU Walnut,-1002550,,"Color",""
726638,Materials,Herman Miller - Veneer OU Walnut,-1002002,autodesk.spec:spec.string-2.0.0,"Family Name",""
726638,Materials,Herman Miller - Veneer OU Walnut,-1002001,autodesk.spec:spec.string-2.0.0,"Type Name",""
726638,Materials,Herman Miller - Veneer OU Walnut,-1001205,autodesk.spec.measurable:currency-2.0.0,"Cost","0.00"
726638,Materials,Herman Miller - Veneer OU Walnut,-1001203,autodesk.spec:spec.string-2.0.0,"Mark",""
726638,Materials,Herman Miller - Veneer OU Walnut,198377,autodesk.spec.aec:number-1.0.0,"Recycled Content","0"
727812,Materials,Herman Miller - Seat Fabric 8T07 Crossing Pumpkin,-1152385,autodesk.spec.reference:image-1.0.0,"Image","<None>"
727812,Materials,Herman Miller - Seat Fabric 8T07 Crossing Pumpkin,-1140422,autodesk.spec:spec.string-2.0.0,"Keynote","﻿﻿           ﻿  ​                  ​﻿​        ​  ​                                        ​     ﻿                          ﻿  ​  ​﻿  ﻿  ​  ​﻿  ﻿  ​﻿  ﻿     ​ ​                                        ​ ​             ﻿ ​ ​​   ​​​      ​﻿     ﻿      ​          ﻿  ﻿   ﻿          ​    ​     ﻿    ﻿  ​      ﻿﻿       ​      ﻿﻿"
727812,Materials,Herman Miller - Seat Fabric 8T07 Crossing Pumpkin,-1140363,,"Category","Materials"
727812,Materials,Herman Miller - Seat Fabric 8T07 Crossing Pumpkin,-1140362,,"Category","Materials"
727812,Materials,Herman Miller - Seat Fabric 8T07 Crossing Pumpkin,-1140355,autodesk.spec:spec.string-2.0.0,"Name","Herman Miller - Seat Fabric 8T07 Crossing Pumpkin"
727812,Materials,Herman Miller - Seat Fabric 8T07 Crossing Pumpkin,-1013201,,"Design Option","-1"
727812,Materials,Herman Miller - Seat Fabric 8T07 Crossing Pumpkin,-1010109,autodesk.spec:spec.string-2.0.0,"Model",""
727812,Materials,Herman Miller - Seat Fabric 8T07 Crossing Pumpkin,-1010108,autodesk.spec:spec.string-2.0.0,"Manufacturer",""
727812,Materials,Herman Miller - Seat Fabric 8T07 Crossing Pumpkin,-1010106,autodesk.spec:spec.string-2.0.0,"Comments","﻿﻿           ﻿  ​                  ​﻿​        ​  ​                                        ​     ﻿                          ﻿  ​  ​﻿  ﻿  ​  ​﻿  ﻿  ​﻿  ﻿     ​ ​                                        ​ ​             ﻿ ​ ​​   ​​​      ​﻿     ﻿      ​          ﻿  ﻿   ﻿          ​    ​     ﻿    ﻿  ​      ﻿﻿       ​      ﻿﻿"
727812,Materials,Herman Miller - Seat Fabric 8T07 Crossing Pumpkin,-1010104,autodesk.spec.string:url-2.0.0,"URL",""
727812,Materials,Herman Miller - Seat Fabric 8T07 Crossing Pumpkin,-1010103,autodesk.spec:spec.string-2.0.0,"Description","﻿﻿           ﻿  ​                  ​﻿​        ​  ​                                        ​     ﻿                          ﻿  ​  ​﻿  ﻿  ​  ​﻿  ﻿  ​﻿  ﻿     ​ ​                                        ​ ​             ﻿ ​ ​​   ​​​      ​﻿     ﻿      ​          ﻿  ﻿   ﻿          ​    ​     ﻿    ﻿  ​      ﻿﻿       ​      ﻿﻿"
727812,Materials,Herman Miller - Seat Fabric 8T07 Crossing Pumpkin,-1002554,autodesk.spec:spec.int64-2.0.0,"Shininess","64"
727812,Materials,Herman Miller - Seat Fabric 8T07 Crossing Pumpkin,-1002553,autodesk.spec:spec.int64-2.0.0,"Smoothness","50"
727812,Materials,Herman Miller - Seat Fabric 8T07 Crossing Pumpkin,-1002552,autodesk.spec:spec.bool-1.0.0,"Glow","No"
727812,Materials,Herman Miller - Seat Fabric 8T07 Crossing Pumpkin,-1002551,autodesk.spec:spec.int64-2.0.0,"Transparency","0"
727812,Materials,Herman Miller - Seat Fabric 8T07 Crossing Pumpkin,-1002550,,"Color",""
727812,Materials,Herman Miller - Seat Fabric 8T07 Crossing Pumpkin,-1002002,autodesk.spec:spec.string-2.0.0,"Family Name",""
727812,Materials,Herman Miller - Seat Fabric 8T07 Crossing Pumpkin,-1002001,autodesk.spec:spec.string-2.0.0,"Type Name",""
727812,Materials,Herman Miller - Seat Fabric 8T07 Crossing Pumpkin,-1001205,autodesk.spec.measurable:currency-2.0.0,"Cost","0.00"
727812,Materials,Herman Miller - Seat Fabric 8T07 Crossing Pumpkin,-1001203,autodesk.spec:spec.string-2.0.0,"Mark",""
727812,Materials,Herman Miller - Seat Fabric 8T07 Crossing Pumpkin,198377,autodesk.spec.aec:number-1.0.0,"Recycled Content","0"
728905,Materials,Herman Miller - Finish 47 Trivalent Chrome,-1152385,autodesk.spec.reference:image-1.0.0,"Image","<None>"
728905,Materials,Herman Miller - Finish 47 Trivalent Chrome,-1140422,autodesk.spec:spec.string-2.0.0,"Keynote","﻿﻿               ​      ​   ​  ​  ﻿     ﻿   ﻿      ﻿     ​                      ​      ​       ﻿  ﻿   ﻿​  ​​   ​​ ​                                 ﻿                  ​​​   ​  ​   ﻿ ﻿        ﻿﻿                            ​ ​                           ​          ​       ﻿  ﻿          ﻿             ﻿                   ﻿﻿"
728905,Materials,Herman Miller - Finish 47 Trivalent Chrome,-1140363,,"Category","Materials"
728905,Materials,Herman Miller - Finish 47 Trivalent Chrome,-1140362,,"Category","Materials"
728905,Materials,Herman Miller - Finish 47 Trivalent Chrome,-1140355,autodesk.spec:spec.string-2.0.0,"Name","Herman Miller - Finish 47 Trivalent Chrome"
728905,Materials,Herman Miller - Finish 47 Trivalent Chrome,-1013201,,"Design Option","-1"
728905,Materials,Herman Miller - Finish 47 Trivalent Chrome,-1010109,autodesk.spec:spec.string-2.0.0,"Model",""
728905,Materials,Herman Miller - Finish 47 Trivalent Chrome,-1010108,autodesk.spec:spec.string-2.0.0,"Manufacturer",""
728905,Materials,Herman Miller - Finish 47 Trivalent Chrome,-1010106,autodesk.spec:spec.string-2.0.0,"Comments","﻿﻿               ​      ​   ​  ​  ﻿     ﻿   ﻿      ﻿     ​                      ​      ​       ﻿  ﻿   ﻿​  ​​   ​​ ​                                 ﻿                  ​​​   ​  ​   ﻿ ﻿        ﻿﻿                            ​ ​                           ​          ​       ﻿  ﻿          ﻿             ﻿                   ﻿﻿"
728905,Materials,Herman Miller - Finish 47 Trivalent Chrome,-1010104,autodesk.spec.string:url-2.0.0,"URL",""
