HostElementId,HostCategory,HostElementName,ParameterId,ParameterTypeId,ParameterName,ParameterValue
704299,"Curtain Wall Mullions","64 x 128 rectangular",-1012806,autodesk.spec.aec:volume-2.0.0,"Volume","0.01 m³"
704299,"Curtain Wall Mullions","64 x 128 rectangular",-1012805,autodesk.spec.aec:area-2.0.0,"Area","0 m²"
704299,"Curtain Wall Mullions","64 x 128 rectangular",-1012101,,"Phase Demolished","None"
704299,"Curtain Wall Mullions","64 x 128 rectangular",-1012100,,"Phase Created","Working Drawings"
704299,"Curtain Wall Mullions","64 x 128 rectangular",-1010106,autodesk.spec:spec.string-2.0.0,"Comments",""
704299,"Curtain Wall Mullions","64 x 128 rectangular",-1004005,autodesk.spec.aec:length-2.0.0,"Length","2100"
704299,"Curtain Wall Mullions","64 x 128 rectangular",-1002108,,"Host Id","704275"
704299,"Curtain Wall Mullions","64 x 128 rectangular",-1002062,,"Level","Level 1"
704299,"Curtain Wall Mullions","64 x 128 rectangular",-1002052,,"Family and Type","Rectangular Mullion: 64 x 128 rectangular"
704299,"Curtain Wall Mullions","64 x 128 rectangular",-1002051,,"Family","Rectangular Mullion"
704299,"Curtain Wall Mullions","64 x 128 rectangular",-1002050,,"Type","64 x 128 rectangular"
704299,"Curtain Wall Mullions","64 x 128 rectangular",-1002002,autodesk.spec:spec.string-2.0.0,"Family Name",""
704299,"Curtain Wall Mullions","64 x 128 rectangular",-1002001,autodesk.spec:spec.string-2.0.0,"Type Name",""
704299,"Curtain Wall Mullions","64 x 128 rectangular",-1002000,,"Type Id","232770"
704299,"Curtain Wall Mullions","64 x 128 rectangular",-1001203,autodesk.spec:spec.string-2.0.0,"Mark",""
704300,"Curtain Wall Mullions","64 x 128 rectangular",-1152385,autodesk.spec.reference:image-1.0.0,"Image","<None>"
704300,"Curtain Wall Mullions","64 x 128 rectangular",-1140363,,"Category","Curtain Wall Mullions"
704300,"Curtain Wall Mullions","64 x 128 rectangular",-1140362,,"Category","Curtain Wall Mullions"
704300,"Curtain Wall Mullions","64 x 128 rectangular",-1013201,,"Design Option","-1"
704300,"Curtain Wall Mullions","64 x 128 rectangular",-1012806,autodesk.spec.aec:volume-2.0.0,"Volume","0.01 m³"
704300,"Curtain Wall Mullions","64 x 128 rectangular",-1012805,autodesk.spec.aec:area-2.0.0,"Area","0 m²"
704300,"Curtain Wall Mullions","64 x 128 rectangular",-1012101,,"Phase Demolished","None"
704300,"Curtain Wall Mullions","64 x 128 rectangular",-1012100,,"Phase Created","Working Drawings"
704300,"Curtain Wall Mullions","64 x 128 rectangular",-1010106,autodesk.spec:spec.string-2.0.0,"Comments",""
704300,"Curtain Wall Mullions","64 x 128 rectangular",-1004005,autodesk.spec.aec:length-2.0.0,"Length","2100"
704300,"Curtain Wall Mullions","64 x 128 rectangular",-1002108,,"Host Id","704275"
704300,"Curtain Wall Mullions","64 x 128 rectangular",-1002062,,"Level","Level 1"
704300,"Curtain Wall Mullions","64 x 128 rectangular",-1002052,,"Family and Type","Rectangular Mullion: 64 x 128 rectangular"
704300,"Curtain Wall Mullions","64 x 128 rectangular",-1002051,,"Family","Rectangular Mullion"
704300,"Curtain Wall Mullions","64 x 128 rectangular",-1002050,,"Type","64 x 128 rectangular"
704300,"Curtain Wall Mullions","64 x 128 rectangular",-1002002,autodesk.spec:spec.string-2.0.0,"Family Name",""
704300,"Curtain Wall Mullions","64 x 128 rectangular",-1002001,autodesk.spec:spec.string-2.0.0,"Type Name",""
704300,"Curtain Wall Mullions","64 x 128 rectangular",-1002000,,"Type Id","232770"
704300,"Curtain Wall Mullions","64 x 128 rectangular",-1001203,autodesk.spec:spec.string-2.0.0,"Mark",""
706288,"Windows","Standard",-1152385,autodesk.spec.reference:image-1.0.0,"Image","<None>"
706288,"Windows","Standard",-1140363,,"Category","Windows"
706288,"Windows","Standard",-1140362,,"Category","Windows"
706288,"Windows","Standard",-1013201,,"Design Option","-1"
706288,"Windows","Standard",-1012806,autodesk.spec.aec:volume-2.0.0,"Volume","0.15 m³"
706288,"Windows","Standard",-1012805,autodesk.spec.aec:area-2.0.0,"Area","6 m²"
706288,"Windows","Standard",-1012101,,"Phase Demolished","None"
706288,"Windows","Standard",-1012100,,"Phase Created","Working Drawings"
706288,"Windows","Standard",-1010106,autodesk.spec:spec.string-2.0.0,"Comments",""
706288,"Windows","Standard",-1002108,,"Host Id","428745"
706288,"Windows","Standard",-1002062,,"Level","Level 2"
706288,"Windows","Standard",-1002052,,"Family and Type","Single Window: Standard"
706288,"Windows","Standard",-1002051,,"Family","Single Window"
706288,"Windows","Standard",-1002050,,"Type","Standard"
706288,"Windows","Standard",-1002002,autodesk.spec:spec.string-2.0.0,"Family Name",""
706288,"Windows","Standard",-1002001,autodesk.spec:spec.string-2.0.0,"Type Name",""
706288,"Windows","Standard",-1002000,,"Type Id","198366"
706288,"Windows","Standard",-1001362,autodesk.spec.aec:length-2.0.0,"Head Height","2700"
706288,"Windows","Standard",-1001361,autodesk.spec.aec:length-2.0.0,"Sill Height","0"
706288,"Windows","Standard",-1001352,,"Level","Level 2"
706288,"Windows","Standard",-1001305,autodesk.spec.aec:length-2.0.0,"Rough Width","1500"
706288,"Windows","Standard",-1001304,autodesk.spec.aec:length-2.0.0,"Rough Height","2700"
706288,"Windows","Standard",-1001301,autodesk.spec.aec:length-2.0.0,"Width","1500"
706288,"Windows","Standard",-1001300,autodesk.spec.aec:length-2.0.0,"Height","2700"
706288,"Windows","Standard",-1001203,autodesk.spec:spec.string-2.0.0,"Mark","93"
706288,"Windows","Standard",197324,autodesk.spec.aec:length-1.0.0,"Install Depth (from outside)","80"
706288,"Windows","Standard",197326,autodesk.spec.aec:material-1.0.0,"Frame","SH_Aluminum, Anodized Black"
706288,"Windows","Standard",197327,autodesk.spec.aec:material-1.0.0,"Casement","SH_Aluminum, Anodized Black"
706288,"Windows","Standard",197328,autodesk.spec.aec:material-1.0.0,"Glass","<By Category>"
706288,"Windows","Standard",197329,autodesk.spec:spec.bool-1.0.0,"Casement Pivot","No"
706288,"Windows","Standard",197330,autodesk.spec:spec.bool-1.0.0,"Top Hung Casement","Yes"
706288,"Windows","Standard",197331,autodesk.spec:spec.bool-1.0.0,"Casement Swing in Plan","No"
706288,"Windows","Standard",197332,autodesk.spec.aec:material-1.0.0,"Window Cill Exterior","SH_Aluminum, Anodized Black"
706288,"Windows","Standard",197333,autodesk.spec.aec:material-1.0.0,"Window Cill Interior","Wood_Walnut black"
706288,"Windows","Standard",197334,autodesk.spec:spec.bool-1.0.0,"Bottom Hung Casement","No"
707722,"Walls","SH_Curtain wall",-1152385,autodesk.spec.reference:image-1.0.0,"Image","<None>"
707722,"Walls","SH_Curtain wall",-1140363,,"Category","Walls"
707722,"Walls","SH_Curtain wall",-1140362,,"Category","Walls"
707722,"Walls","SH_Curtain wall",-1019100,,"Cross-Section","Vertical"
707722,"Walls","SH_Curtain wall",-1013313,autodesk.spec.aec:length-2.0.0,"Offset","0"
707722,"Walls","SH_Curtain wall",-1013312,autodesk.spec.aec:length-2.0.0,"Offset","0"
707722,"Walls","SH_Curtain wall",-1013310,autodesk.spec.aec:angle-2.0.0,"Angle","0.00°"
707722,"Walls","SH_Curtain wall",-1013309,autodesk.spec.aec:angle-2.0.0,"Angle","0.00°"
707722,"Walls","SH_Curtain wall",-1013307,autodesk.spec:spec.int64-2.0.0,"Number","1"
707722,"Walls","SH_Curtain wall",-1013306,autodesk.spec:spec.int64-2.0.0,"Number","4"
707722,"Walls","SH_Curtain wall",-1013305,,"Justification","Beginning"
707722,"Walls","SH_Curtain wall",-1013304,,"Justification","Beginning"
707722,"Walls","SH_Curtain wall",-1013201,,"Design Option","-1"
707722,"Walls","SH_Curtain wall",-1012805,autodesk.spec.aec:area-2.0.0,"Area","8 m²"
707722,"Walls","SH_Curtain wall",-1012101,,"Phase Demolished","None"
707722,"Walls","SH_Curtain wall",-1012100,,"Phase Created","Working Drawings"
707722,"Walls","SH_Curtain wall",-1010106,autodesk.spec:spec.string-2.0.0,"Comments",""
707722,"Walls","SH_Curtain wall",-1004005,autodesk.spec.aec:length-2.0.0,"Length","1481"
707722,"Walls","SH_Curtain wall",-1002052,,"Family and Type","Curtain Wall: SH_Curtain wall"
707722,"Walls","SH_Curtain wall",-1002051,,"Family","Curtain Wall"
707722,"Walls","SH_Curtain wall",-1002050,,"Type","SH_Curtain wall"
707722,"Walls","SH_Curtain wall",-1002002,autodesk.spec:spec.string-2.0.0,"Family Name",""
707722,"Walls","SH_Curtain wall",-1002001,autodesk.spec:spec.string-2.0.0,"Type Name",""
707722,"Walls","SH_Curtain wall",-1002000,,"Type Id","458927"
707722,"Walls","SH_Curtain wall",-1001713,autodesk.spec:spec.bool-1.0.0,"Related to Mass","No"
707722,"Walls","SH_Curtain wall",-1001596,autodesk.spec:spec.bool-1.0.0,"Structural","No"
707722,"Walls","SH_Curtain wall",-1001552,autodesk.spec:spec.bool-1.0.0,"Enable Analytical Model","No"
707722,"Walls","SH_Curtain wall",-1001203,autodesk.spec:spec.string-2.0.0,"Mark",""
707722,"Walls","SH_Curtain wall",-1001119,,"Structural Usage","Non-bearing"
707722,"Walls","SH_Curtain wall",-1001118,autodesk.spec:spec.bool-1.0.0,"Base is Attached","No"
707722,"Walls","SH_Curtain wall",-1001117,autodesk.spec:spec.bool-1.0.0,"Top is Attached","No"
707722,"Walls","SH_Curtain wall",-1001109,autodesk.spec.aec:length-2.0.0,"Top Offset","-300"
707722,"Walls","SH_Curtain wall",-1001108,autodesk.spec.aec:length-2.0.0,"Base Offset","0"
707722,"Walls","SH_Curtain wall",-1001107,,"Base Constraint","Level 1"
707722,"Walls","SH_Curtain wall",-1001105,autodesk.spec.aec:length-2.0.0,"Unconnected Height","5700"
707722,"Walls","SH_Curtain wall",-1001103,,"Top Constraint","Up to level: Roof Line"
707722,"Walls","SH_Curtain wall",-1001007,autodesk.spec:spec.bool-1.0.0,"Room Bounding","Yes"
707723,"Curtain Panels","Glazed",-1152385,autodesk.spec.reference:image-1.0.0,"Image","<None>"
707723,"Curtain Panels","Glazed",-1140363,,"Category","Curtain Panels"
707723,"Curtain Panels","Glazed",-1140362,,"Category","Curtain Panels"
707723,"Curtain Panels","Glazed",-1013201,,"Design Option","-1"
707723,"Curtain Panels","Glazed",-1012806,autodesk.spec.aec:volume-2.0.0,"Volume","0.10 m³"
707723,"Curtain Panels","Glazed",-1012805,autodesk.spec.aec:area-2.0.0,"Area","4 m²"
707723,"Curtain Panels","Glazed",-1012101,,"Phase Demolished","None"
707723,"Curtain Panels","Glazed",-1012100,,"Phase Created","Working Drawings"
707723,"Curtain Panels","Glazed",-1010303,,"Host Id","707722"
707723,"Curtain Panels","Glazed",-1010301,autodesk.spec.aec:length-2.0.0,"Width","1300"
707723,"Curtain Panels","Glazed",-1010300,autodesk.spec.aec:length-2.0.0,"Height","2940"
707723,"Curtain Panels","Glazed",-1010106,autodesk.spec:spec.string-2.0.0,"Comments",""
707723,"Curtain Panels","Glazed",-1002108,,"Host Id","707722"
707723,"Curtain Panels","Glazed",-1002062,,"Level","Level 1"
707723,"Curtain Panels","Glazed",-1002052,,"Family and Type","System Panel: Glazed"
707723,"Curtain Panels","Glazed",-1002051,,"Family","System Panel"
707723,"Curtain Panels","Glazed",-1002050,,"Type","Glazed"
707723,"Curtain Panels","Glazed",-1002002,autodesk.spec:spec.string-2.0.0,"Family Name",""
707723,"Curtain Panels","Glazed",-1002001,autodesk.spec:spec.string-2.0.0,"Type Name",""
707723,"Curtain Panels","Glazed",-1002000,,"Type Id","232758"
707723,"Curtain Panels","Glazed",-1001301,autodesk.spec.aec:length-2.0.0,"Width","1300"
707723,"Curtain Panels","Glazed",-1001300,autodesk.spec.aec:length-2.0.0,"Height","2940"
707723,"Curtain Panels","Glazed",-1001203,autodesk.spec:spec.string-2.0.0,"Mark",""
707726,"Curtain Wall Mullions","64 x 128 rectangular",-1152385,autodesk.spec.reference:image-1.0.0,"Image","<None>"
707726,"Curtain Wall Mullions","64 x 128 rectangular",-1140363,,"Category","Curtain Wall Mullions"
707726,"Curtain Wall Mullions","64 x 128 rectangular",-1140362,,"Category","Curtain Wall Mullions"
707726,"Curtain Wall Mullions","64 x 128 rectangular",-1013201,,"Design Option","-1"
707726,"Curtain Wall Mullions","64 x 128 rectangular",-1012806,autodesk.spec.aec:volume-2.0.0,"Volume","0.01 m³"
707726,"Curtain Wall Mullions","64 x 128 rectangular",-1012805,autodesk.spec.aec:area-2.0.0,"Area","0 m²"
707726,"Curtain Wall Mullions","64 x 128 rectangular",-1012101,,"Phase Demolished","None"
707726,"Curtain Wall Mullions","64 x 128 rectangular",-1012100,,"Phase Created","Working Drawings"
707726,"Curtain Wall Mullions","64 x 128 rectangular",-1010106,autodesk.spec:spec.string-2.0.0,"Comments",""
707726,"Curtain Wall Mullions","64 x 128 rectangular",-1004005,autodesk.spec.aec:length-2.0.0,"Length","1300"
707726,"Curtain Wall Mullions","64 x 128 rectangular",-1002108,,"Host Id","707722"
707726,"Curtain Wall Mullions","64 x 128 rectangular",-1002062,,"Level","Level 1"
707726,"Curtain Wall Mullions","64 x 128 rectangular",-1002052,,"Family and Type","Rectangular Mullion: 64 x 128 rectangular"
707726,"Curtain Wall Mullions","64 x 128 rectangular",-1002051,,"Family","Rectangular Mullion"
707726,"Curtain Wall Mullions","64 x 128 rectangular",-1002050,,"Type","64 x 128 rectangular"
707726,"Curtain Wall Mullions","64 x 128 rectangular",-1002002,autodesk.spec:spec.string-2.0.0,"Family Name",""
707726,"Curtain Wall Mullions","64 x 128 rectangular",-1002001,autodesk.spec:spec.string-2.0.0,"Type Name",""
707726,"Curtain Wall Mullions","64 x 128 rectangular",-1002000,,"Type Id","232770"
707726,"Curtain Wall Mullions","64 x 128 rectangular",-1001203,autodesk.spec:spec.string-2.0.0,"Mark",""
707727,"Curtain Wall Mullions","64 x 128 rectangular",-1152385,autodesk.spec.reference:image-1.0.0,"Image","<None>"
707727,"Curtain Wall Mullions","64 x 128 rectangular",-1140363,,"Category","Curtain Wall Mullions"
707727,"Curtain Wall Mullions","64 x 128 rectangular",-1140362,,"Category","Curtain Wall Mullions"
707727,"Curtain Wall Mullions","64 x 128 rectangular",-1013201,,"Design Option","-1"
707727,"Curtain Wall Mullions","64 x 128 rectangular",-1012806,autodesk.spec.aec:volume-2.0.0,"Volume","0.01 m³"
707727,"Curtain Wall Mullions","64 x 128 rectangular",-1012805,autodesk.spec.aec:area-2.0.0,"Area","0 m²"
707727,"Curtain Wall Mullions","64 x 128 rectangular",-1012101,,"Phase Demolished","None"
707727,"Curtain Wall Mullions","64 x 128 rectangular",-1012100,,"Phase Created","Working Drawings"
707727,"Curtain Wall Mullions","64 x 128 rectangular",-1010106,autodesk.spec:spec.string-2.0.0,"Comments",""
707727,"Curtain Wall Mullions","64 x 128 rectangular",-1004005,autodesk.spec.aec:length-2.0.0,"Length","1300"
707727,"Curtain Wall Mullions","64 x 128 rectangular",-1002108,,"Host Id","707722"
707727,"Curtain Wall Mullions","64 x 128 rectangular",-1002062,,"Level","Level 1"
707727,"Curtain Wall Mullions","64 x 128 rectangular",-1002052,,"Family and Type","Rectangular Mullion: 64 x 128 rectangular"
707727,"Curtain Wall Mullions","64 x 128 rectangular",-1002051,,"Family","Rectangular Mullion"
707727,"Curtain Wall Mullions","64 x 128 rectangular",-1002050,,"Type","64 x 128 rectangular"
707727,"Curtain Wall Mullions","64 x 128 rectangular",-1002002,autodesk.spec:spec.string-2.0.0,"Family Name",""
707727,"Curtain Wall Mullions","64 x 128 rectangular",-1002001,autodesk.spec:spec.string-2.0.0,"Type Name",""
707727,"Curtain Wall Mullions","64 x 128 rectangular",-1002000,,"Type Id","232770"
707727,"Curtain Wall Mullions","64 x 128 rectangular",-1001203,autodesk.spec:spec.string-2.0.0,"Mark",""
707728,"Curtain Wall Mullions","64 x 128 rectangular",-1152385,autodesk.spec.reference:image-1.0.0,"Image","<None>"
707728,"Curtain Wall Mullions","64 x 128 rectangular",-1140363,,"Category","Curtain Wall Mullions"
707728,"Curtain Wall Mullions","64 x 128 rectangular",-1140362,,"Category","Curtain Wall Mullions"
707728,"Curtain Wall Mullions","64 x 128 rectangular",-1013201,,"Design Option","-1"
707728,"Curtain Wall Mullions","64 x 128 rectangular",-1012806,autodesk.spec.aec:volume-2.0.0,"Volume","0.01 m³"
707728,"Curtain Wall Mullions","64 x 128 rectangular",-1012805,autodesk.spec.aec:area-2.0.0,"Area","0 m²"
707728,"Curtain Wall Mullions","64 x 128 rectangular",-1012101,,"Phase Demolished","None"
707728,"Curtain Wall Mullions","64 x 128 rectangular",-1012100,,"Phase Created","Working Drawings"
707728,"Curtain Wall Mullions","64 x 128 rectangular",-1010106,autodesk.spec:spec.string-2.0.0,"Comments",""
707728,"Curtain Wall Mullions","64 x 128 rectangular",-1004005,autodesk.spec.aec:length-2.0.0,"Length","3000"
707728,"Curtain Wall Mullions","64 x 128 rectangular",-1002108,,"Host Id","707722"
707728,"Curtain Wall Mullions","64 x 128 rectangular",-1002062,,"Level","Level 1"
707728,"Curtain Wall Mullions","64 x 128 rectangular",-1002052,,"Family and Type","Rectangular Mullion: 64 x 128 rectangular"
707728,"Curtain Wall Mullions","64 x 128 rectangular",-1002051,,"Family","Rectangular Mullion"
707728,"Curtain Wall Mullions","64 x 128 rectangular",-1002050,,"Type","64 x 128 rectangular"
707728,"Curtain Wall Mullions","64 x 128 rectangular",-1002002,autodesk.spec:spec.string-2.0.0,"Family Name",""
707728,"Curtain Wall Mullions","64 x 128 rectangular",-1002001,autodesk.spec:spec.string-2.0.0,"Type Name",""
707728,"Curtain Wall Mullions","64 x 128 rectangular",-1002000,,"Type Id","232770"
707728,"Curtain Wall Mullions","64 x 128 rectangular",-1001203,autodesk.spec:spec.string-2.0.0,"Mark",""
707729,"Curtain Wall Mullions","64 x 128 rectangular",-1152385,autodesk.spec.reference:image-1.0.0,"Image","<None>"
707729,"Curtain Wall Mullions","64 x 128 rectangular",-1140363,,"Category","Curtain Wall Mullions"
707729,"Curtain Wall Mullions","64 x 128 rectangular",-1140362,,"Category","Curtain Wall Mullions"
707729,"Curtain Wall Mullions","64 x 128 rectangular",-1013201,,"Design Option","-1"
707729,"Curtain Wall Mullions","64 x 128 rectangular",-1012806,autodesk.spec.aec:volume-2.0.0,"Volume","0.01 m³"
707729,"Curtain Wall Mullions","64 x 128 rectangular",-1012805,autodesk.spec.aec:area-2.0.0,"Area","0 m²"
707729,"Curtain Wall Mullions","64 x 128 rectangular",-1012101,,"Phase Demolished","None"
707729,"Curtain Wall Mullions","64 x 128 rectangular",-1012100,,"Phase Created","Working Drawings"
707729,"Curtain Wall Mullions","64 x 128 rectangular",-1010106,autodesk.spec:spec.string-2.0.0,"Comments",""
707729,"Curtain Wall Mullions","64 x 128 rectangular",-1004005,autodesk.spec.aec:length-2.0.0,"Length","2700"
707729,"Curtain Wall Mullions","64 x 128 rectangular",-1002108,,"Host Id","707722"
707729,"Curtain Wall Mullions","64 x 128 rectangular",-1002062,,"Level","Level 1"
707729,"Curtain Wall Mullions","64 x 128 rectangular",-1002052,,"Family and Type","Rectangular Mullion: 64 x 128 rectangular"
707729,"Curtain Wall Mullions","64 x 128 rectangular",-1002051,,"Family","Rectangular Mullion"
707729,"Curtain Wall Mullions","64 x 128 rectangular",-1002050,,"Type","64 x 128 rectangular"
707729,"Curtain Wall Mullions","64 x 128 rectangular",-1002002,autodesk.spec:spec.string-2.0.0,"Family Name",""
707729,"Curtain Wall Mullions","64 x 128 rectangular",-1002001,autodesk.spec:spec.string-2.0.0,"Type Name",""
707729,"Curtain Wall Mullions","64 x 128 rectangular",-1002000,,"Type Id","232770"
707729,"Curtain Wall Mullions","64 x 128 rectangular",-1001203,autodesk.spec:spec.string-2.0.0,"Mark",""
707846,"Curtain Wall Grids","Grid Line",-1140363,,"Category","Walls: Curtain Wall Grids"
707846,"Curtain Wall Grids","Grid Line",-1140362,,"Category","Walls: Curtain Wall Grids"
707846,"Curtain Wall Grids","Grid Line",-1013308,,"Type Association","Dependent"
707846,"Curtain Wall Grids","Grid Line",-1013201,,"Design Option","-1"
707846,"Curtain Wall Grids","Grid Line",-1012101,,"Phase Demolished","None"
707846,"Curtain Wall Grids","Grid Line",-1012100,,"Phase Created","Working Drawings"
707846,"Curtain Wall Grids","Grid Line",-1002002,autodesk.spec:spec.string-2.0.0,"Family Name",""
707846,"Curtain Wall Grids","Grid Line",-1002001,autodesk.spec:spec.string-2.0.0,"Type Name",""
707847,"Curtain Panels","Glazed",-1152385,autodesk.spec.reference:image-1.0.0,"Image","<None>"
707847,"Curtain Panels","Glazed",-1140363,,"Category","Curtain Panels"
707847,"Curtain Panels","Glazed",-1140362,,"Category","Curtain Panels"
707847,"Curtain Panels","Glazed",-1013201,,"Design Option","-1"
707847,"Curtain Panels","Glazed",-1012806,autodesk.spec.aec:volume-2.0.0,"Volume","0.09 m³"
707847,"Curtain Panels","Glazed",-1012805,autodesk.spec.aec:area-2.0.0,"Area","3 m²"
707847,"Curtain Panels","Glazed",-1012101,,"Phase Demolished","None"
707847,"Curtain Panels","Glazed",-1012100,,"Phase Created","Working Drawings"
707847,"Curtain Panels","Glazed",-1010303,,"Host Id","707722"
707847,"Curtain Panels","Glazed",-1010301,autodesk.spec.aec:length-2.0.0,"Width","1300"
707847,"Curtain Panels","Glazed",-1010300,autodesk.spec.aec:length-2.0.0,"Height","2640"
707847,"Curtain Panels","Glazed",-1010106,autodesk.spec:spec.string-2.0.0,"Comments",""
707847,"Curtain Panels","Glazed",-1002108,,"Host Id","707722"
707847,"Curtain Panels","Glazed",-1002062,,"Level","Level 1"
707847,"Curtain Panels","Glazed",-1002052,,"Family and Type","System Panel: Glazed"
707847,"Curtain Panels","Glazed",-1002051,,"Family","System Panel"
707847,"Curtain Panels","Glazed",-1002050,,"Type","Glazed"
707847,"Curtain Panels","Glazed",-1002002,autodesk.spec:spec.string-2.0.0,"Family Name",""
707847,"Curtain Panels","Glazed",-1002001,autodesk.spec:spec.string-2.0.0,"Type Name",""
707847,"Curtain Panels","Glazed",-1002000,,"Type Id","232758"
707847,"Curtain Panels","Glazed",-1001301,autodesk.spec.aec:length-2.0.0,"Width","1300"
707847,"Curtain Panels","Glazed",-1001300,autodesk.spec.aec:length-2.0.0,"Height","2640"
707847,"Curtain Panels","Glazed",-1001203,autodesk.spec:spec.string-2.0.0,"Mark",""
707857,"Curtain Wall Mullions","64 x 128 rectangular",-1152385,autodesk.spec.reference:image-1.0.0,"Image","<None>"
707857,"Curtain Wall Mullions","64 x 128 rectangular",-1140363,,"Category","Curtain Wall Mullions"
707857,"Curtain Wall Mullions","64 x 128 rectangular",-1140362,,"Category","Curtain Wall Mullions"
707857,"Curtain Wall Mullions","64 x 128 rectangular",-1013201,,"Design Option","-1"
707857,"Curtain Wall Mullions","64 x 128 rectangular",-1012806,autodesk.spec.aec:volume-2.0.0,"Volume","0.01 m³"
707857,"Curtain Wall Mullions","64 x 128 rectangular",-1012805,autodesk.spec.aec:area-2.0.0,"Area","0 m²"
707857,"Curtain Wall Mullions","64 x 128 rectangular",-1012101,,"Phase Demolished","None"
707857,"Curtain Wall Mullions","64 x 128 rectangular",-1012100,,"Phase Created","Working Drawings"
707857,"Curtain Wall Mullions","64 x 128 rectangular",-1010106,autodesk.spec:spec.string-2.0.0,"Comments",""
707857,"Curtain Wall Mullions","64 x 128 rectangular",-1004005,autodesk.spec.aec:length-2.0.0,"Length","2700"
707857,"Curtain Wall Mullions","64 x 128 rectangular",-1002108,,"Host Id","707722"
707857,"Curtain Wall Mullions","64 x 128 rectangular",-1002062,,"Level","Level 1"
707857,"Curtain Wall Mullions","64 x 128 rectangular",-1002052,,"Family and Type","Rectangular Mullion: 64 x 128 rectangular"
707857,"Curtain Wall Mullions","64 x 128 rectangular",-1002051,,"Family","Rectangular Mullion"
707857,"Curtain Wall Mullions","64 x 128 rectangular",-1002050,,"Type","64 x 128 rectangular"
707857,"Curtain Wall Mullions","64 x 128 rectangular",-1002002,autodesk.spec:spec.string-2.0.0,"Family Name",""
707857,"Curtain Wall Mullions","64 x 128 rectangular",-1002001,autodesk.spec:spec.string-2.0.0,"Type Name",""
707857,"Curtain Wall Mullions","64 x 128 rectangular",-1002000,,"Type Id","232770"
707857,"Curtain Wall Mullions","64 x 128 rectangular",-1001203,autodesk.spec:spec.string-2.0.0,"Mark",""
707859,"Curtain Wall Mullions","64 x 128 rectangular",-1152385,autodesk.spec.reference:image-1.0.0,"Image","<None>"
707859,"Curtain Wall Mullions","64 x 128 rectangular",-1140363,,"Category","Curtain Wall Mullions"
707859,"Curtain Wall Mullions","64 x 128 rectangular",-1140362,,"Category","Curtain Wall Mullions"
707859,"Curtain Wall Mullions","64 x 128 rectangular",-1013201,,"Design Option","-1"
707859,"Curtain Wall Mullions","64 x 128 rectangular",-1012806,autodesk.spec.aec:volume-2.0.0,"Volume","0.01 m³"
707859,"Curtain Wall Mullions","64 x 128 rectangular",-1012805,autodesk.spec.aec:area-2.0.0,"Area","0 m²"
707859,"Curtain Wall Mullions","64 x 128 rectangular",-1012101,,"Phase Demolished","None"
707859,"Curtain Wall Mullions","64 x 128 rectangular",-1012100,,"Phase Created","Working Drawings"
707859,"Curtain Wall Mullions","64 x 128 rectangular",-1010106,autodesk.spec:spec.string-2.0.0,"Comments",""
707859,"Curtain Wall Mullions","64 x 128 rectangular",-1004005,autodesk.spec.aec:length-2.0.0,"Length","3000"
707859,"Curtain Wall Mullions","64 x 128 rectangular",-1002108,,"Host Id","707722"
707859,"Curtain Wall Mullions","64 x 128 rectangular",-1002062,,"Level","Level 1"
707859,"Curtain Wall Mullions","64 x 128 rectangular",-1002052,,"Family and Type","Rectangular Mullion: 64 x 128 rectangular"
707859,"Curtain Wall Mullions","64 x 128 rectangular",-1002051,,"Family","Rectangular Mullion"
707859,"Curtain Wall Mullions","64 x 128 rectangular",-1002050,,"Type","64 x 128 rectangular"
707859,"Curtain Wall Mullions","64 x 128 rectangular",-1002002,autodesk.spec:spec.string-2.0.0,"Family Name",""
707859,"Curtain Wall Mullions","64 x 128 rectangular",-1002001,autodesk.spec:spec.string-2.0.0,"Type Name",""
707859,"Curtain Wall Mullions","64 x 128 rectangular",-1002000,,"Type Id","232770"
707859,"Curtain Wall Mullions","64 x 128 rectangular",-1001203,autodesk.spec:spec.string-2.0.0,"Mark",""
707861,"Curtain Wall Mullions","64 x 128 rectangular",-1152385,autodesk.spec.reference:image-1.0.0,"Image","<None>"
707861,"Curtain Wall Mullions","64 x 128 rectangular",-1140363,,"Category","Curtain Wall Mullions"
707861,"Curtain Wall Mullions","64 x 128 rectangular",-1140362,,"Category","Curtain Wall Mullions"
707861,"Curtain Wall Mullions","64 x 128 rectangular",-1013201,,"Design Option","-1"
707861,"Curtain Wall Mullions","64 x 128 rectangular",-1012806,autodesk.spec.aec:volume-2.0.0,"Volume","0.01 m³"
707861,"Curtain Wall Mullions","64 x 128 rectangular",-1012805,autodesk.spec.aec:area-2.0.0,"Area","0 m²"
707861,"Curtain Wall Mullions","64 x 128 rectangular",-1012101,,"Phase Demolished","None"
707861,"Curtain Wall Mullions","64 x 128 rectangular",-1012100,,"Phase Created","Working Drawings"
707861,"Curtain Wall Mullions","64 x 128 rectangular",-1010106,autodesk.spec:spec.string-2.0.0,"Comments",""
707861,"Curtain Wall Mullions","64 x 128 rectangular",-1004005,autodesk.spec.aec:length-2.0.0,"Length","1300"
707861,"Curtain Wall Mullions","64 x 128 rectangular",-1002108,,"Host Id","707722"
707861,"Curtain Wall Mullions","64 x 128 rectangular",-1002062,,"Level","Level 1"
